1||3|||6|||9||11|12||||||||20|21|22|23||25||27||29||31||33||35||37||39||41||43||45||47||||51|
49|'14_000049'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|1||76|5.5|'130/70'|'нет'|'нет'||||||719.29|873.39|108.62|'Д'|73.13|'Д'|132.18|'Д'|49.99|'Д'|28.16|'Д'|0|'Д'|0|'Д'|0|'Д'|0|'Д'|94.64|'Р'|54.28|'Д'|119.36|'Д'|660.36|0.431|'130-70'|'зависимая'|1|'разгружен'
50|'14_000050'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|1||89|5.5|'130/70'|'нет'|'нет'||||||614.35|701.34|82.28|'Р'|79.15|'Д'|106.8|'Д'|42.13|'Д'|23.89|'Д'|0|'Д'|0|'Д'|0|'Д'|0|'Д'|51.13|'Д'|54.65|'Д'|79.74|'Д'|519.77|0.365|'130-70'|'зависимая'|1|'разгружен'
51|'14_000051'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|1||76|5.5|'130/70'|'нет'|'нет'||||||472.82|427.57|49.29|'Р'|61.79|'Д'|49.29|'Р'|32.43|'Д'|14.32|'Р'|0|'Р'|0|'Р'|0|'Р'|0|'Р'|44.12|'Д'|37.22|'Д'|55.84|'Д'|344.3|0.281|'130-70'|'зависимая'|1|'разгружен'
52|'14_000052'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|1||76|5.5|'130/70'|'нет'|'нет'||||||621.71|585.95|131.33|'Д'|94.81|'Д'|88.79|'Д'|51.74|'Д'|26.57|'Д'|0|'Д'|0|'Д'|0|'Д'|0|'Д'|64.14|'Д'|60.05|'Д'|87.38|'Д'|604.81|0.389|'130-70'|'зависимая'|1|'разгружен'
53|'14_000053'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|0||32|5.5|'150/70'|'нет'|'нет'||||||109.25|116.64|17.63|'Р'|17.23|'Р'|17.58|'Р'|16.98|'Р'|4.96|'Р'|0|'Р'|0|'Р'|0|'Р'|0|'Р'|16.41|'Р'|16.43|'Р'|16.69|'Р'|123.91|0.066|'150-70'|'зависимая'|1|'разгружен'
54|'14_000054'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|0||32|5.5|'150/70'|'нет'|'нет'||||||101.21|116.48|15.72|'Р'|15.6|'Р'|15.7|'Р'|15.52|'Р'|4.51|'Р'|0|'Р'|0|'Р'|0|'Р'|0|'Р'|15.1|'Р'|15.11|'Р'|15.18|'Р'|112.44|0.066|'150-70'|'зависимая'|1|'разгружен'
55|'14_000055'|'ООО Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|6||89|5.5|'105/70'|'да'|'нет'||||||2931.39|3741.139|521.46|'Д'|422.86|'Д'|526.12|'Д'|252.57|'Д'|161.82|'Д'|179.38|'Д'|86.59|'Д'|109.44|'Д'|124.15|'Д'|288.15|'Д'|288.79|'Д'|343.52|'Д'|3304.85|0.992617|'105-70'|'зависимая'|5|'разгружен'
56|'14_000056'|'ООО Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|3||89|5.5|'105/70'|'да'|'нет'||||||1360.65|1819.695|217.98|'Д'|152.48|'Д'|209.17|'Д'|96.61|'Д'|61.36|'Д'|64.62|'Д'|31.45|'Д'|64.62|'Д'|35.09|'Д'|113.36|'Д'|114.18|'Д'|148.43|'Д'|1309.35|0.39989|'105-70'|'зависимая'|2|'разгружен'
57|'14_000057'|'ООО Петербургтеплоэнерго'|'ИТП'|'открытая'|'УК ОООРЭС ТСВ'|'тепловая энергия'|'Гкал'|2||80|5.5|'105/70'|'да'|'нет'||||||876.758|1046.357|202.872||141.159||191.463||97.388||0||0||0||0||0||63.061||67.99||116.905||880.838|0.381|'95-70'|'зависимая'|2|'разгружен'
58|'14_000058'|'ООО Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС г.Петродворца'|'тепловая энергия'|'Гкал'|5||89|5.5|'105/70'|'да'|'нет'||||||2491.86|3106.234|506.81|'Д'|311.35|'Д'|477.49|'Д'|209.69|'Д'|145.33|'Д'|140.74|'Д'|70.02|'Д'|84.41|'Д'|96.65|'Д'|234.63|'Д'|247.34|'Д'|322.06|'Д'|2846.52|0.891892|'105-70'|'зависимая'|4|'разгружен'
