51|18105|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'|||80.91|80.91|'Р'|80.91|'Р'|80.91|'Р'|80.91|'Р'|23.49|'Р'|||||||7.94|'Р'|79.33|'Р'|79.33|'Р'|79.33|'Р'||0.22181||'зависимая'|0|'разгружен'
52|18103|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'|||271.47|271.47|'Р'|271.47|'Р'|271.47|'Р'|271.47|'Р'|78.82|'Р'|||||||44.14|'Р'|264.84|'Р'|264.84|'Р'|264.84|'Р'||0.69053||'зависимая'|0|'отсутствует'
53|18104|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'|||52.9|52.9|'Р'|52.9|'Р'|52.9|'Р'|52.9|'Р'|15.37|'Р'|||||||4.87|'Р'|48.68|'Р'|48.68|'Р'|48.68|'Р'||0.15657||'зависимая'|0|'отсутствует'
54|18111|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||974.48|1294.94|179.36|'Р'|173.91|'Р'|173.91|'Р'|173.91|'Р'|50.49|'Р'|||||||0|'Р'|165.93|'Р'|171.46|'Р'|171.46|'Р'||0.47875||'зависимая'|0|'разгружен'
55|18106|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||539.34|686.26|88.75|'Р'|88.75|'Р'|88.75|'Р'|88.75|'Р'|25.77|'Р'|||||||0|'Р'|79.88|'Р'|88.43|'Р'|88.43|'Р'||0.26496||'зависимая'|0|'разгружен'
56|18107|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|2|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||506.61|691.57|87.03|'Р'|83.82|'Р'|83.82|'Р'|83.82|'Р'|24.33|'Р'|||||||0|'Р'|75.24|'Д'|86.93|'Д'|89.67|'Д'||0.24891||'зависимая'|0|'разгружен'
57|18109|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|2|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||533.22|619.53|85.03|'Р'|85.03|'Р'|85.03|'Р'|85.03|'Р'|24.69|'Р'|||||||0|'Р'|76.71|'Д'|108.49|'Д'|117.21|'Д'||0.26196||'зависимая'|0|'разгружен'
58|18144|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||100|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||900.14|1267.18|152.73|'Р'|152.73|'Р'|152.73|'Р'|152.73|'Р'|49.26|'Р'|||||||29.96|'Р'|83.33|'Д'|91.97|'Д'|106.85|'Д'||0.44462||'зависимая'|0|'разгружен'
59|18146|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'|||77.96|77.96|'Р'|77.96|'Р'|77.96|'Р'|77.96|'Р'|22.63|'Р'|||||||0|'Р'|70.02|'Д'|72.35|'Д'|72.35|'Д'||0.264775||'зависимая'|0|'разгружен'
60|18147|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||721.44|901.7|103.71|'Р'|103.71|'Р'|103.71|'Р'|103.71|'Р'|30.12|'Р'|||||||21.24|'Р'|64.5|'Д'|68.73|'Д'|94.4|'Д'||0.36433||'зависимая'|0|'разгружен'
61|18148|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||65|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||320.81|315.9|61.23|'Д'|48.45|'Д'|64.49|'Д'|23.82|'Д'|11.41|'Д'|||||||0|'Д'|28.86|'Д'|37.07|'Д'|39.77|'Д'||0.18066||'зависимая'|0|'разгружен'
62|18149|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||65|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||337.48|326.2|74.9|'Д'|54.4|'Д'|69.53|'Д'|25.35|'Д'|13.42|'Д'|||||||0|'Д'|37|'Д'|43.35|'Д'|35.17|'Д'||0.18991||'зависимая'|0|'разгружен'
63|18150|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|2||80|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||688.01|1106.53|151.33|'Д'|125.49|'Д'|181.63|'Д'|61.17|'Д'|30.62|'Д'|||||||0|'Д'|70.41|'Д'|85|'Д'|120.1|'Д'||0.30411||'зависимая'|0|'разгружен'
64|18151|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||65|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||449.11|525.16|69.32|'Д'|62.56|'Д'|81.46|'Д'|30.31|'Д'|15.53|'Д'|||||||0|'Д'|45.77|'Д'|62.93|'Д'|62.93|'Д'||0.25292||'зависимая'|0|'разгружен'
65|18175|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0||65|6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||355.42|418.99|46.48|'Р'|46.48|'Р'|46.48|'Р'|46.48|'Р'|15|'Р'|||||||7.19|'Р'|43.12|'Р'|43.12|'Р'|40.33|'Р'||0.18167||'зависимая'|0|'отсутствует'
66|18176|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1||125|6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||1215.53|1362.39|162.26|'Р'|163.65|'Р'|163.65|'Р'|163.65|'Р'|52.78|'Р'|||||||0|'Р'|58.31|'Д'|109.74|'Д'|108.34|'Д'||0.62127||'зависимая'|0|'разгружен'
67|18177|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|2|||6.4|'95/70'|'да'|'нет'|'да'|'нет'||'нет'||977.87|1147.71|203.25|'Р'|209.09|'Р'|206.13|'Р'|192.43|'Р'|60.95|'Р'|16.45|'Д'|5.4|'Д'|14.46|'Д'|42.47|'Д'|90.92|'Д'|111.16|'Д'|136.87|'Д'||0.49982||'зависимая'|0|'разгружен'
68|18183|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||1048.77|1500|191.91|'Р'|191.91|'Р'|191.91|'Р'|191.91|'Р'|55.72|'Р'|||||||0|'Р'|189.49|'Р'|189.49|'Р'|189.49|'Р'||0.53294||'зависимая'|0|'разгружен'
69|18185|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||967.81|1429.88|182.5|'Р'|182.5|'Р'|182.5|'Р'|182.5|'Р'|52.98|'Р'|||||||0|'Р'|180.73|'Д'|180.73|'Д'|180.73|'Д'||0.49179||'зависимая'|0|'разгружен'
70|18186|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|1|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'||1176.26|1594.63|220.42|'Р'|219.49|'Р'|219.49|'Р'|219.49|'Р'|63.72|'Р'|||||||0|'Р'|184.33|'Д'|219.78|'Д'|219.78|'Д'||0.57409||'зависимая'|0|'разгружен'
71|18253|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|2|||6.4|'95/70'|'нет'|'нет'|'да'|'нет'||'нет'|||||'Р'||'Р'||'Р'||'Р'|0|'Р'|||||||0|'Р'||'Д'||'Д'||'Д'||0.125||'зависимая'|0|'разгружен'
72|18337|'Петербургтеплоэнерго'|'ИТП'|'закрытая'|'ООО ЖКС №1 Центрального'|'отопление'|'Гкал'|0|||6.4|'95/70'|'нет'|'нет'|'нет'|'нет'||'нет'||1645.87|2405.18|351.49|'Р'|326.26|'Р'|326.26|'Р'|326.26|'Р'|94.71|'Р'|||||||73.42|'Р'|314.68|'Р'|314.68|'Р'|284.23|'Р'||0.86014||'зависимая'|0|'отсутствует'
