719|'Выборгский'||'Пархоменко'|21|0||'03_000725'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
727|||'Пархоменко'|34|||'03_000733'|'ЧУО'||'индивидуальный'|'индивидуальный'|2011|'кирпичные'|19|0|2|157||12304.7|10204.7|2100|'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|2|||||
731|'Выборгский'|'Светлановское'|'Пархоменко'|45|1||'03_000737'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
746|'Выборгский'||'Первого Мая'|107|1||'03_000752'|'ЧУО'||'индивидуальный'|'индивидуальный'|2010|'панельные'|10|0|3|120|6626.5|6626.5|6492.8||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
747|'Выборгский'||'Первого Мая'|107|2||'03_000753'|'ЧУО'||'индивидуальный'|'индивидуальный'|2010|'панельные'|5|0|3|60|3145.3|3145.3|3079.3||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
748|'Выборгский'||'Первого Мая'|107|3||'03_000754'|'ЧУО'||'индивидуальный'|'индивидуальный'|2009|'панельные'|10|0|3|120|6504|6504|6504||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
749|'Выборгский'||'Первого Мая'|107|4||'03_000755'|'ЧУО'||'индивидуальный'|'индивидуальный'|2010|'панельные'|5|0|3|60|3141|3141|3079||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
750|'Выборгский'||'Первого Мая'|107|6||'03_000756'|'ЧУО'||'индивидуальный'|'индивидуальный'|2009|'панельные'|10|0|6|284|12861|12861|12861||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
751|'Выборгский'||'Первого Мая'|107|8||'03_000757'|'ЧУО'||'индивидуальный'|'индивидуальный'|2009|'панельные'|10|0|3|150|6610|6610|6430.2||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
752|'Выборгский'||'Первого Мая'|107|9||'03_000758'|'ЧУО'||'индивидуальный'|'индивидуальный'|2009|'панельные'|10|0|3|140|6603|6603|6603||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
753|'Выборгский'||'Первого Мая'|107|7||'03_000759'|'ЧУО'||'индивидуальный'|'индивидуальный'|2011|'панельные'|10|0|3|119|6472.6|6472.6|6472.6||'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'нет'||||||
776|'Выборгский'||'Придорожная'|30|||'03_000782'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
804|'Выборгский'||'Просвещения'|45|0||'03_000814'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
846|'Выборгский'||'Руднева'|6|1||'03_000859'|'орг-ия с гос. участием'|'ведомственный дом'|||||||||||||||||||||||||||
851|'Выборгский'|'МО 15'|'Руднева'|9|3||'03_000864'|'ЧУО'||'индивидуальный'|'индивидуальный'|2008|'кирпичные'|25|0|1|191|12802.5|12802.5|11661||'да'|'да'|'да'|'да'|'да'|'нет'|'нет'|'нет'|'да'|3|||||
927|'Выборгский'||'Сердобольская'|'2Г'|0||'03_000943'|'ЧУО'||'другое'|'другое'|1914|'кирпичные'|4|0|2|13|4389.3|4389.3|1520.4|2868.9|'да'|'да'|'да'|'да'|'да'|'да'|'нет'|'да'|'да'|0|||||
