1||3|||6|||9||11|12||||||||20|21|22|23||25||27||29||31||33||35||37||39||41||43||45||47||||51|52
69|'09_000069'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||319.32|334.602|48.54||44.48||44.98||36.45||22.6||8.88||6.85||5.13||4.81||22.6||26.25||34.07|||0.11396||'зависимая'||
70|'09_000070'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||339.3|356.1365|57.79||52.18||50.77||36.84||21.21||4.2||2.87||4.7||5.43||26.97||31.35||42.42|||0.14706||'зависимая'||
71|'09_000071'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||184.57|194.682|34.77||32.46||31.67||22.96||12.33||2.35||1.05||1.57||1.9||16.5||18.84||25.84|||0.09142||'зависимая'|1|
72|'09_000072'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||486.9|515.07|91.16||83.14||81.07||61.55||35.7||9.56||6.44||9.44||10.02||49.56||54.61||71.15|||0.17691||'зависимая'|1|
73|'09_000073'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||920.42|969.2665|154.89||143.91||137.17||106.42||66.85||17.98||25.95||17.63||20.41||80.69||89.96||115.07|||0.36914||'зависимая'|1|
74|'09_000074'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||385.31|407.973|73.84||68.51||67.05||51.01||29.63||6.67||5.02||8.01||7.45||38.16||41.99||55.92|||0.14969||'зависимая'|1|
75|'09_000075'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'||'центральная'|||'150/70'|'да'||||'элеватор'|||192.09|202.6665|34.56||32.43||31.88||23.41||14.12||2.32||2.14||2.35||2.6||17.87||20.52||27.33|||0.08248||'зависимая'||
76|'09_000076'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||757.05|793.6215|118.43||110.59||110.24||81.93||50.18||14.79||11.21||15.84||14.28||60.23||65.85||77.86|||0.27944||'зависимая'|1|
77|'09_000077'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||506.03|530.098|76.53||72.29||70.62||52.83||30.62||8.19||7.54||8.28||9.15||40.41||46.4||58.5|||0.18074||'зависимая'|1|
78|'09_000078'|'ГУП ТЭК СПб'|'ИТП'|'открытая'|'УК'|'отопление'|'Гкал'|1|'центральная'|||'150/70'|'да'||||'элеватор'|||536.78|560.799|77.22||67.53||63.82||50.26||28.59||11.7||6.71||8.62||11.03||39.07||45.05||70.78|||0.17689||'зависимая'|1|
